template,proportion
The [X] recalled because [Y],1
The [X] said some thing that [Y],1
The [X] asked McCartney if [Y],1
The [X] began make films and [Y],1
The [X] singled Correggio and [Y],1
The [X] lived musicians whilst [Y],1
The [X] wanted for doctorate that to study [Y],1
The [X] arrived in Estakhr that [Y],1
The [X] alluded to work that [Y],1
The [X] recorded the description that [Y],1
The [X] beared the title that [Y],1
The [X] started the minister that [Y],1
The [X] consolidated the empire that [Y],1
The [X] pacified the Arabs that [Y],1
The [X] sieged it but [Y],1
The [X] created a city that [Y],1
The [X] proposed as form that [Y],1
The [X] climbed the hierarchy that [Y],1
The [X] rented a cottage that [Y],1
The [X] faced what [Y],1
The [X] thought to liberty that [Y],1
The [X] died following snakebite that [Y],1
The [X] was a representative [Y],1
The [X] dealt with issues that [Y],1
The [X] worked the whom that [Y],1
The [X] discovered the syndrome that [Y],1
The [X] excavated mounds [Y],1
The [X] believed dangerous that [Y],1
The [X] was opposed that [Y],1
The [X] wrote for drums that [Y],1
The [X] helped the Dodgers that [Y],1
The [X] had moment [Y],1
The [X] pitched some base that [Y],1
The [X] wrote an adaptation that [Y],1
The [X] continued on course that [Y],1
The [X] claimed no ship that [Y],1
The [X] decided the Thames that [Y],1
The [X] travelled to Moscow that [Y],1
The [X] agreed the fleet that [Y],1
The [X] embarked aboard Tijdverdrijf that [Y],1
The [X] made admiral [Y],1
The [X] was unable while [Y],1
The [X] returned to Calgary that [Y],1
The [X] remained at odds that [Y],1
The [X] emigrated to Australia that [Y],1
The [X] guinnessed with whom that [Y],1
The [X] built Ligonier and [Y],1
The [X] decided the Ordinance that [Y],1
The [X] developed a passion that [Y],1
The [X] gave the premiere that [Y],1
The [X] got see him and [Y],1
The [X] recalled following War that [Y],1
The [X] ratted it than [Y],1
The [X] produced a documentary that [Y],1
The [X] impressed the ventriloquist that [Y],1
The [X] suggested Tahoe [Y],1
The [X] found after [Y],1
The [X] sold the Bugle that [Y],1
The [X] planned sue Parker [Y],1
The [X] destroyed it that [Y],1
The [X] chose the former that [Y],1
The [X] rushed Jonah [Y],1
The [X] blamed Man but [Y],1
The [X] discovered the war that [Y],1
The [X] arrived to Raft that [Y],1
The [X] accused Jameson but [Y],1
The [X] unveiled the Slayers that [Y],1
The [X] told Cindy that [Y],1
The [X] printed the newspaper that [Y],1
The [X] gave a call that [Y],1
The [X] wrote a struggle that [Y],1
The [X] proclaimed a constitution that [Y],1
The [X] fell record [Y],1
The [X] gained credibility [Y],1
The [X] had a phone that [Y],1
The [X] was tiring [Y],1
The [X] made million and [Y],1
The [X] lived the Lady that [Y],1
The [X] enlisted in Corps that [Y],1
The [X] introduced a series that [Y],1
The [X] joined the Center that [Y],1
The [X] invented the composition that [Y],1
The [X] tapped a series that [Y],1
The [X] concluded a treaty that [Y],1
The [X] agreed the metal that [Y],1
The [X] loved tales [Y],1
The [X] loathed Paris [Y],1
The [X] liked the V that [Y],1
The [X] praised the character that [Y],1
The [X] used poetry [Y],1
The [X] sent Gobineau [Y],1
The [X] described several [Y],1
The [X] felt affinity than [Y],1
The [X] was hostile [Y],1
The [X] believed a warning [Y],1
The [X] praised the Essai that [Y],1
The [X] revived the magazine that [Y],1
The [X] was the man although [Y],1
The [X] presented episode [Y],1
The [X] appeared in fragments that [Y],1
The [X] wrote of Allah that [Y],1
The [X] came before [Y],1
The [X] ordered Max [Y],1
The [X] was indebted and [Y],1
The [X] remained the him that [Y],1
The [X] played in decades that [Y],1
The [X] was given directives [Y],1
The [X] leaved Poland and [Y],1
The [X] continued draw comics although [Y],1
The [X] became executor that [Y],1
The [X] gave the rights that [Y],1
The [X] prepared an exhibition that [Y],1
The [X] was the man that [Y],1
The [X] spent in prison that [Y],1
The [X] succeeded in quarrelling that [Y],1
The [X] caused the pamphlets that [Y],1
The [X] published a attack that [Y],1
The [X] joined with Primat that [Y],1
The [X] was aged and [Y],1
The [X] moved to Painswick that [Y],1
The [X] began at Academy that to lecture [Y],1
The [X] combined the length that [Y],1
The [X] leaved the friends although [Y],1
The [X] expressed disapproval that [Y],1
The [X] provided description because [Y],1
The [X] moved the river that [Y],1
The [X] fled for time that [Y],1
The [X] was the Director [Y],1
The [X] was pleased but [Y],1
The [X] intended at Bismarck that to steam [Y],1
The [X] stated That [Y],1
The [X] convinced Constantine as [Y],1
The [X] leaved studio [Y],1
The [X] was eligible if [Y],1
The [X] resigned from posts that [Y],1
The [X] complained of urbanisation that [Y],1
The [X] read the former that [Y],1
The [X] stood with Frohman that [Y],1
The [X] became a visitor that [Y],1
The [X] had copies [Y],1
The [X] had friendships before [Y],1
The [X] was an innocent [Y],1
The [X] suffered bereavements [Y],1
The [X] created an adaptation that [Y],1
The [X] resigned the company that [Y],1
The [X] acknowledged discussions that [Y],1
The [X] fought for Spanish that [Y],1
The [X] said by start that [Y],1
The [X] eradicated all supporters that [Y],1
The [X] asked Dessalines but [Y],1
The [X] announced a toll that [Y],1
The [X] stated an whom that [Y],1
The [X] rewrote Witwer as [Y],1
The [X] rushed that [Y],1
The [X] heard plea that [Y],1
The [X] posed for photographs that [Y],1
The [X] revealed in letter that [Y],1
The [X] desired play Perón and [Y],1
The [X] explained a kind that [Y],1
The [X] gave another performance that [Y],1
The [X] described malaria and [Y],1
The [X] criticized camps [Y],1
The [X] grew the concert [Y],1
The [X] put a face that [Y],1
The [X] wrote opportunistic that [Y],1
The [X] served as stadtholder that [Y],1
The [X] had a comedian but [Y],1
The [X] found happiness and [Y],1
The [X] performed a transplant that [Y],1
The [X] hired a detective that [Y],1
The [X] was the House that [Y],1
The [X] sat for borough that [Y],1
The [X] pointed of Wales that [Y],1
The [X] told the Commons that [Y],1
The [X] thought the role that [Y],1
The [X] argued according principles that [Y],1
The [X] forgave the means that [Y],1
The [X] believed a ploy as [Y],1
The [X] was the hero [Y],1
The [X] exceeded what [Y],1
The [X] joined WLS after [Y],1
The [X] had stints [Y],1
The [X] was the manager and [Y],1
The [X] explained at time that [Y],1
The [X] had no surname that [Y],1
The [X] walked to statue that [Y],1
The [X] became prosperous as [Y],1
The [X] wrote verses and [Y],1
The [X] visited Tasmania [Y],1
The [X] designed the logo that [Y],1
The [X] got with Simmons that [Y],1
The [X] was guitarist but [Y],1
The [X] said a bitch [Y],1
The [X] offered quarterback and [Y],1
The [X] defended Kiss that [Y],1
The [X] used an design that [Y],1
The [X] had relationships that [Y],1
The [X] talked that [Y],1
The [X] announced in 2005 that [Y],1
The [X] came the time [Y],1
The [X] was a enthusiast that [Y],1
The [X] embarked on career that [Y],1
The [X] received quarter although [Y],1
The [X] played years and [Y],1
The [X] ruízed with whom that [Y],1
The [X] ordered the imprisonment that [Y],1
The [X] offered anything and [Y],1
The [X] revealed the quarterback and [Y],1
The [X] nicknamed the killa and [Y],1
The [X] landed in ropes that [Y],1
The [X] claimed the closest that [Y],1
The [X] was hesitant because [Y],1
The [X] explained sensitive that [Y],1
The [X] worked as attorney that [Y],1
The [X] emerged from campaign that [Y],1
The [X] relented the seals that [Y],1
The [X] blamed Vanbrugh and [Y],1
The [X] was the Archbishop and [Y],1
The [X] went the festivities that [Y],1
The [X] relived the dream and [Y],1
The [X] tried times as [Y],1
The [X] made an sculpture that [Y],1
The [X] began study engineering and [Y],1
The [X] went an producer [Y],1
The [X] expected in hell that to reign [Y],1
The [X] proposed a reconstruction that [Y],1
The [X] leaved ICRISAT [Y],1
The [X] conservationed of energy that [Y],1
The [X] missed an question that [Y],1
The [X] walked this mess that [Y],1
The [X] injured leg and [Y],1
The [X] withdrew to Chora that [Y],1
The [X] confided in Elinor that [Y],1
The [X] greeted Marianne and [Y],1
The [X] spent strong as [Y],1
The [X] found action that [Y],1
The [X] replied at age that [Y],1
The [X] wrote the part that [Y],1
The [X] had afraid for [Y],1
The [X] found in contrast that [Y],1
The [X] faced accusations and [Y],1
The [X] floated a loan that [Y],1
The [X] continued to insist that [Y],1
The [X] informed him if [Y],1
The [X] took difficult that [Y],1
The [X] resumed lessons [Y],1
The [X] arranged time for [Y],1
The [X] started the film that [Y],1
The [X] denied the rumor that [Y],1
The [X] declined a director that [Y],1
The [X] shook hands as [Y],1
The [X] auditioned like actors that [Y],1
The [X] liked Ed [Y],1
The [X] wanted the shots that [Y],1
The [X] found the material and [Y],1
The [X] found the sort because [Y],1
The [X] voted Confidential and [Y],1
The [X] apprehended the priest that [Y],1
The [X] had another pregnancy that [Y],1
The [X] pulled stunts that [Y],1
The [X] explained the game that [Y],1
The [X] took advantage that [Y],1
The [X] went Dora but [Y],1
The [X] was overjoyed that [Y],1
The [X] declined them that [Y],1
The [X] agreed Bergman but [Y],1
The [X] demanded an interview that [Y],1
The [X] told Wallace that [Y],1
The [X] suggested Crowe and [Y],1
The [X] read the scene that [Y],1
The [X] started a group that [Y],1
The [X] attempted out town that to have [Y],1
The [X] brought coffee but [Y],1
The [X] confronted Wilson [Y],1
The [X] received recognition [Y],1
The [X] learnt the Satine that [Y],1
The [X] told Christian that [Y],1
The [X] saw Christian and [Y],1
The [X] returned claim that [Y],1
The [X] worked with Bergman that [Y],1
The [X] complained typical that [Y],1
The [X] wrote the cohesion that [Y],1
The [X] said the album [Y],1
The [X] viewed The Fool that [Y],1
The [X] said a coincidence that [Y],1
The [X] began dormant after [Y],1
The [X] recalled unsurprising that [Y],1
The [X] viewed the characters that [Y],1
The [X] tedded that [Y],1
The [X] was Gise [Y],1
The [X] worked at Fitel that [Y],1
The [X] transitioned into industry that [Y],1
The [X] diversified into sale that [Y],1
The [X] took employees [Y],1
The [X] was the valedictorian [Y],1
The [X] dismissed accusations that [Y],1
The [X] used the harmony that [Y],1
The [X] earned a BS that [Y],1
The [X] told CNN that [Y],1
The [X] brought it and [Y],1
The [X] announced concert [Y],1
The [X] portrayed Berry [Y],1
The [X] mentioned Def and [Y],1
The [X] described an occasion that [Y],1
The [X] was writer [Y],1
The [X] said astonishing that [Y],1
The [X] learnt speak Mandarin and [Y],1
The [X] studied the silat that [Y],1
The [X] began doing media [Y],1
The [X] played music [Y],1
The [X] leaved NBC [Y],1
The [X] continued as skater that to compete [Y],1
The [X] competed the which that [Y],1
The [X] continued to train that [Y],1
The [X] bemoaned the futility that [Y],1
The [X] served Edward [Y],1
The [X] found uneducated although [Y],1
The [X] criticised the attack that [Y],1
The [X] had a party though [Y],1
The [X] returned to Georgia that [Y],1
The [X] happened but [Y],1
The [X] knew the part that [Y],1
The [X] received criticism because [Y],1
The [X] remarked of Godwin that [Y],1
The [X] acknowledged in standard that [Y],1
The [X] moved to headquarters that [Y],1
The [X] leaved India [Y],1
The [X] was intolerant [Y],1
The [X] complained of unreliability that [Y],1
The [X] approved the whom that [Y],1
The [X] thought by November that [Y],1
The [X] wrote to Joffre that [Y],1
The [X] told Wilson and [Y],1
The [X] made complaints [Y],1
The [X] wrote a to that [Y],1
The [X] thought weak that [Y],1
The [X] told able that [Y],1
The [X] leaved the Cabinet that [Y],1
The [X] argued unconstitutional that [Y],1
The [X] inspected Army and [Y],1
The [X] claimed on 3 that [Y],1
The [X] suggested both Army that [Y],1
The [X] accepted the appointment that [Y],1
The [X] claimed much that [Y],1
The [X] received a general [Y],1
The [X] told Haig that [Y],1
The [X] wrote slow that [Y],1
The [X] belonged to corps that [Y],1
The [X] went theatre [Y],1
The [X] was thought an extravagance that [Y],1
The [X] married journeyman until [Y],1
The [X] wore a shirt that [Y],1
The [X] enrolled the scholarship that [Y],1
The [X] began the Tinker that [Y],1
The [X] began as jockey that working [Y],1
The [X] formed Hand [Y],1
The [X] decided a career that [Y],1
The [X] moved to Bruges that [Y],1
The [X] was a technician than [Y],1
The [X] went a wyf that [Y],1
The [X] revealed to leaders that [Y],1
The [X] eavesdropped as [Y],1
The [X] warned him [Y],1
The [X] was the actor but [Y],1
The [X] suffered from arthritis that [Y],1
The [X] found the atmosphere that [Y],1
The [X] introduced some professors that [Y],1
The [X] shadowed Ritzy that [Y],1
The [X] experimented the effects that [Y],1
The [X] pointed to genre that [Y],1
The [X] worked in Mannheim that [Y],1
The [X] needed a guitarist that [Y],1
The [X] ventured guitars [Y],1
The [X] theorized a dancer that [Y],1
The [X] argued the message [Y],1
The [X] noted and [Y],1
The [X] began in school that deejaying [Y],1
The [X] did some comedies that [Y],1
The [X] returned to Productions that [Y],1
The [X] conceded Gloria that [Y],1
The [X] informed Sophie that [Y],1
The [X] disarmed Peterson [Y],1
The [X] persuaded Drummond [Y],1
The [X] travelled the role that [Y],1
The [X] began in commercials that appearing [Y],1
The [X] moved to Virginia that [Y],1
The [X] moved to Kovno that [Y],1
The [X] awarded Shalomi and [Y],1
The [X] noted 16 that [Y],1
The [X] noted the what that [Y],1
The [X] began the contest that [Y],1
The [X] told the boys that [Y],1
The [X] leaved what and [Y],1
The [X] was provincial [Y],1
The [X] met Jacquard that [Y],1
The [X] said as single that [Y],1
The [X] needed a language that [Y],1
The [X] claimed the London that [Y],1
The [X] monitored the activities that [Y],1
The [X] destroyed army after [Y],1
The [X] was subordinate since [Y],1
The [X] saw Smolensk and [Y],1
The [X] held Bagration but [Y],1
The [X] tacticked that [Y],1
The [X] promoted the tax that [Y],1
The [X] rented as form that [Y],1
